date,symbol,token,tradingsymbol,n_ticks,n_trades,daily_pnl,status
2025-12-23,BANKNIFTY,12674050,BANKNIFTY25DECFUT,3076,0,0.0,ok
2025-12-24,BANKNIFTY,12674050,BANKNIFTY25DECFUT,4559,1,-30.0,ok
2025-12-26,BANKNIFTY,12674050,BANKNIFTY25DECFUT,6446,0,0.0,ok
2025-12-29,BANKNIFTY,12674050,BANKNIFTY25DECFUT,6665,0,0.0,ok
2025-12-30,BANKNIFTY,12674050,BANKNIFTY25DECFUT,6415,7,-62.59765625,ok
2025-12-31,BANKNIFTY,12601346,BANKNIFTY26JANFUT,7710,5,-144.99609375,ok
2026-01-01,BANKNIFTY,12601346,BANKNIFTY26JANFUT,4387,0,0.0,ok
2026-01-02,BANKNIFTY,12601346,BANKNIFTY26JANFUT,5584,0,0.0,ok
2026-01-05,BANKNIFTY,12601346,BANKNIFTY26JANFUT,6915,1,-29.3984375,ok
2026-01-06,BANKNIFTY,12601346,BANKNIFTY26JANFUT,5758,0,0.0,ok
2026-01-07,BANKNIFTY,12601346,BANKNIFTY26JANFUT,5870,0,0.0,ok
2026-01-08,BANKNIFTY,12601346,BANKNIFTY26JANFUT,7437,0,0.0,ok
2026-01-09,BANKNIFTY,12601346,BANKNIFTY26JANFUT,7930,0,0.0,ok
2026-01-12,BANKNIFTY,12601346,BANKNIFTY26JANFUT,7385,0,0.0,ok
2026-01-13,BANKNIFTY,12601346,BANKNIFTY26JANFUT,6720,0,0.0,ok
2026-01-14,BANKNIFTY,12601346,BANKNIFTY26JANFUT,5816,0,0.0,ok
2026-01-16,BANKNIFTY,12601346,BANKNIFTY26JANFUT,8193,0,0.0,ok
2026-01-19,BANKNIFTY,12601346,BANKNIFTY26JANFUT,6136,0,0.0,ok
2026-01-20,BANKNIFTY,12601346,BANKNIFTY26JANFUT,6129,2,49.19921875,ok
2026-01-22,BANKNIFTY,12601346,BANKNIFTY26JANFUT,8459,2,72.40234375,ok
2026-01-23,BANKNIFTY,12601346,BANKNIFTY26JANFUT,9977,0,0.0,ok
2026-01-28,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,7786,2,-57.3984375,ok
2026-01-29,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,8472,0,0.0,ok
2026-01-30,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,7239,0,0.0,ok
2026-02-01,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,11748,9,-63.99609375,ok
2026-02-02,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,9649,3,-21.40234375,ok
2026-02-04,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,6698,0,0.0,ok
2026-02-05,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,4861,0,0.0,ok
2026-02-06,BANKNIFTY,15148802,BANKNIFTY26FEBFUT,5832,0,0.0,ok
